"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"00020","MED-200","MED","047","4.0","4.0","Second Year Medicine","C","","Y","TBA","TBA","","184","","Ben-Ari, Ron;Nash, Kevin","OFFICE","184","FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20232"
"00030","MED-300","MED","080","4.0","4.0","Third Year Medicine","C","","Y","TBA","TBA","","199","","Ben-Ari, Ron;Nash, Kevin","OFFICE","199","FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20232"
"00214","PDF-999","RNR","074","0.0","0.0","Postdoctoral Fellows","C","","Y","TBA","TBA","","130","","","OFFICE","130","Course created for visiting postdoctoral fellows scholars.  The course is created for enrollment purposes, zero units, full time status, scheduled in session 018, and never appears in the student academic records system.","","PDF","20232"
"00301","USC-110","RNR","086","4.0","4.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20232"
"00302","USC-110","RNR","067","8.0","8.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20232"
"00304","USC-110","RNR","096","4.0","4.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20232"
"00305","USC-110","RNR","120","8.0","8.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20232"
"00306","USC-110","RNR","243","7.0","7.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20232"
"00307","USC-110","RNR","276","8.0","8.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20232"
"00308","USC-110","RNR","120","8.0","8.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","0","","","OFF CAMPUS","0","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20232"
"00400","USC-110","RNR","749","5.0","5.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20232"
"00401","USC-110","RNR","241","5.0","5.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20232"
"00489","USC-300","LASO","475","7.0","7.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS","2","Block enrollment course for registration purposes only.","","USC","20232"
"00490","USC-300","LASO","726","7.0","7.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","4","","","OFF CAMPUS","4","Block enrollment course for registration purposes only.","","USC","20232"
"00900","USC-100","RNR","059","1.0","16.0","TEMPORARY ENROLLMENT/FILL COURSE","C","","Y","TBA","TBA","","0","","","OFFCAMPUS","0","The registration for this course should only be temporary. There is no instruction in this course. (Used for special purposes by Registration.)","","USC","20232"
"00941","RNR-050","RNR","808","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","51","","","OFFICE","51","Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20232"
