"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"00070","MED-750","MED","001","16.0","16.0","Special Medicine","C","","Y","TBA","TBA","","0","","","",NA,"For registration and fee purposes only.","","MED","20251"
"00071","MED-750","MED","046","16.0","16.0","Special Medicine","C","","N","TBA","TBA","","0","","","",NA,"For registration and fee purposes only.","","MED","20251"
"00214","PDF-999","RNR","074","0.0","0.0","Postdoctoral Fellows","C","","Y","TBA","TBA","","0","","","ONLINE",NA,"Course created for visiting postdoctoral fellows scholars.  The course is created for enrollment purposes, zero units, full time status, scheduled in session 018, and never appears in the student academic records system.","","PDF","20251"
"00354","SPAN-391","LASH","001","4.0","4.0","Introduction to Contemporary Spanish Literature (USC Madrid Center)","C","","N","TBA","TBA","","0","","","",NA,"Readings in contemporary Spanish literature.  Includes lectures by recognized Spanish writers and scholars.  Departmental approval.","","SPAN","20251"
"00358","SPAN-464","LASH","001","4.0","4.0","Introduction to Contemporary Spanish Theatre","C","","N","TBA","TBA","","0","","","",NA,"(Madrid Center Only) Historical evolution of the contemporary Spanish theatre; readings of dramatic texts supported by attendance at live stage performances. Recommended preparation: SPAN 304 or SPAN 306 or SPAN 308","","SPAN","20251"
"00367","FREN-392","LAS","001","4.0","4.0","Seminar in Literary and Cultural Studies","C","","N","TBA","TBA","","0","","","",NA,"Selected topics in French and Francophone literature and culture. Conducted in French. Corequisite: FREN-330.","","FREN","20251"
"00376","IR-449","LAS","001","4.0","4.0","International Courts and the Globalization of Law","C","","N","14:00","15:20","TH","0","","","",NA,"Research-based analysis of dramatic development of international courts, exploring causes for their development, autonomy and political relations with states, compliance, effects on international relations.","","IR","20251"
"00900","USC-100","RNR","001","1.0","16.0","TEMPORARY ENROLLMENT/FILL COURSE","C","","Y","TBA","TBA","","0","","Chang, Frank","OFFICE",NA,"The registration for this course should only be temporary. There is no instruction in this course. (Used for special purposes by Registration.)","","USC","20251"
"01075","TEST-100","RNR","001","4.0","4.0","Test Course","C","","N","","","","0","","","",NA,"Course created for testing purposes which could not be replicated on the test machine.","","TEST","20251"
"02604","LAW-301","LAW","001","4.0","4.0","Voting Rights and the Law","C","","N","16:00","19:20","T","0","","","",NA,"Examines the basic themes surrounding the legal regulation of elections with a focus on voting rights.","","LAW","20251"
"02605","LAW-201","LAW","001","4.0","4.0","Law and Politics","C","","N","16:00","19:20","T","0","","","",NA,"Examination of the rules and realities of American politics, and the role politics plays in American life and culture.","","LAW","20251"
"02606","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","14:00","14:50","M","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20251"
"02607","LAW-300","LAW","001","4.0","4.0","Concepts in American Law","C","","Y","14:00","15:50","MW","0","","Jimenez, Felipe","THH102",NA,"The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","","LAW","20251"
"02608","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","14:00","14:50","M","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20251"
"02611","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","15:00","15:50","M","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20251"
"02612","LAW-222","LAW","001","2.0","2.0","Interdisciplinary Perspectives on the Law","C","","Y","12:00","13:50","W","0","","Wood, Abby","KAP141",NA,"Examines law and the legal system from different disciplinary perspectives. It explores how various disciplines provide different insights to the legal regime.","","LAW","20251"
"02613","LAW-210","LAW","001","4.0","4.0","Fundamentals of the U.S. Legal System","C","","Y","14:00","15:50","TH","0","","Scotten, Donald","LAW3",NA,"Introduces the U.S. legal system and its relationship to basic principles of the rule of law. Examines lawmaking institutions, judicial processes and contemporary legal issues.","","LAW","20251"
"02614","LAW-205","LAW","001","4.0","4.0","Introduction to Criminal Law","C","","Y","12:00","13:50","TH","0","","Johnson, Peter","MHP101",NA,"Provides a comprehensive analysis of the criminal justice system and an overview of the fundamentals of substantive criminal law.","","LAW","20251"
"02615","LAW-306","LAW","001","4.0","4.0","Issues in the Use of AI in Law and Regulation","C","","N","12:00","13:50","MW","0","","","",NA,"Focuses on the role artificial intelligence plays in a variety of aspects of the law through humanities-based approaches like ethics, linguistics, sociological and economics approaches.","","LAW","20251"
"02616","LAW-407","LAW","001","4.0","4.0","Regulatory Law","C","","Y","16:00","17:50","TH","0","","","DMC200",NA,"Introduces legal and social ideas and issues surrounding regulatory law - how and why regulations are developed, along with the accountability and enforcement of regulations.","","LAW","20251"
"02620","LAW-403","LAW","001","4.0","4.0","Mental Health Law","C","","Y","15:30","18:50","T","0","","","",NA,"Foundational legal and practice concepts at the intersection of law and psychology through three intersecting systems: the mental health, the criminal and the immigration systems.","","LAW","20251"
"02621","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","14:00","14:50","W","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20251"
"02622","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","15:00","15:50","W","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20251"
"02624","LAW-324","LAW","001","4.0","4.0","Sports Law","C","","Y","10:00","11:50","MW","0","","","",NA,"Examines the relevance and application of legal structures to all participants in the sports enterprise by providing an overview of legal and ethical issues.","","LAW","20251"
"02625","LAW-250","LAW","001","4.0","4.0","Children and the Law","C","","Y","12:00","13:50","MW","0","","","WPH102",NA,"Examines topics such as children's suggestibility, decision-making, and risk and resiliency all as they apply to legal settings.","","LAW","20251"
"02626","LAW-404","LAW","001","4.0","4.0","Psychology of the Criminal Justice Process","C","N","N","14:00","15:50","MW","0","","","",NA,"Examines the capacity of the criminal process to produce accurate verdicts, focusing on: witnesses, detectives, suspects, judges and jurors.","","LAW","20251"
