"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"00010","MED-100","MED","003","16.0","16.0","First Year Medicine","C","","Y","TBA","TBA","","188","","Ben-Ari, Ron;Nash, Kevin","OFFICE","188","FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20193"
"00020","MED-200","MED","047","16.0","16.0","Second Year Medicine","C","","Y","TBA","TBA","","184","","Ben-Ari, Ron;Nash, Kevin","","184","FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20193"
"00030","MED-300","MED","080","16.0","16.0","Third Year Medicine","C","","Y","TBA","TBA","","185","","Ben-Ari, Ron;Nash, Kevin","OFFICE","185","FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20193"
"00040","MED-400","MED","049","16.0","16.0","Fourth Year Medicine","C","","Y","TBA","TBA","","188","","Ben-Ari, Ron;Nash, Kevin","OFFICE","188","FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20193"
"00070","MED-750","MED","001","16.0","16.0","Special Medicine","C","","Y","TBA","TBA","","20","","Ben-Ari, Ron;Nash, Kevin","OFFICE","20","For registration and fee purposes only.","","MED","20193"
"00214","PDF-999","RNR","074","0.0","0.0","Postdoctoral Fellows","C","","Y","TBA","TBA","","532","","","OFFICE","532","Course created for visiting postdoctoral fellows scholars.  The course is created for enrollment purposes, zero units, full time status, scheduled in session 018, and never appears in the student academic records system.","","PDF","20193"
"00295","USC-300","LASO","726","12.0","12.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","0","","","OFFICE","0","Block enrollment course for registration purposes only.","","USC","20193"
"00296","USC-300","LASO","456","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFICE","1","Block enrollment course for registration purposes only.","","USC","20193"
"00297","USC-300","LASO","380","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00298","USC-300","LASO","860","15.0","15.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFICE","1","Block enrollment course for registration purposes only.","","USC","20193"
"00352","SPAN-321","LAS","001","4.0","4.0","Sounds, Images, Objects","C","","N","TBA","TBA","","0","","","","0","Introduction to the study of Iberian and Latin American cultural forms through readings on the visual arts, cinema, architecture, and music.  Conducted in Spanish.","","SPAN","20193"
"00354","SPAN-260","LASH","001","4.0","4.0","Advanced Spanish: Arts and Sciences","C","","N","TBA","TBA","","0","","","","0","Development of students' oral and writing skills using literary and scientific materials; grammar review. Duplicates credit in the former SPAN 266.","","SPAN","20193"
"00355","SPAN-302","LAS","001","4.0","4.0","Screen Cultures: From Film to the Internet","C","","N","TBA","TBA","","0","","","","0","A survey of Spanish and Latin American cinema from the silent film era to the present, acquainting students with various critical and theoretical approaches to cinema studies. Conducted in Spanish.","","SPAN","20193"
"00356","SPAN-464","LASH","001","4.0","4.0","Introduction to Contemporary Spanish Theatre","C","","N","TBA","TBA","","0","","","","0","(Madrid Center Only) Historical evolution of the contemporary Spanish theatre; readings of dramatic texts supported by attendance at live stage performances. Recommended preparation: SPAN 304 or SPAN 306 or SPAN 308","","SPAN","20193"
"00364","FREN-300","LAS","613","4.0","4.0","French Grammar and Composition","C","","Y","TBA","TBA","","1","","Cody, Jane, Merriam","OFFICE","1","Grammatical structure and vocabulary building with practical application to written composition. Prerequisites: FREN 250.","","FREN","20193"
"00366","FREN-464","LAS","613","4.0","4.0","Colloquium: French Civilization","C","","Y","TBA","TBA","","6","","Cody, Jane, Merriam","OFFICE","6","Selected topics such as the press, educational institutions, French cinema today, and French colonial history. Conducted in French. Prerequisites: FREN 330.","","FREN","20193"
"00367","FREN-449","LAS","613","4.0","4.0","Studies in French Civilization","C","","Y","TBA","TBA","","5","","Cody, Jane, Merriam","OFFICE","5","(Paris Semester only) An analysis of the prestige of Paris, past and present, based upon close examination of literary texts and graphic materials, and visits to sites and monuments.  Recommended preparation: FREN 300","","FREN","20193"
"00372","AHIS-453","LASH","613","4.0","4.0","Studies in Baroque Art","C","","Y","TBA","TBA","","3","","Cody, Jane, Merriam","OFFICE","3","In-depth exploration of specified topics within the area of 17th century art and architecture. Recommended preparation: AHIS 230 or AHIS 335","","AHIS","20193"
"00375","IR-368","LASS","001","4.0","4.0","French Foreign Policy: 1945 to the Present","C","","N","TBA","TBA","","0","","","","0","Introduction to historical, thematic perspectives of French foreign policy since 1945 including review of external and internal constraints influencing foreign policy. (Paris semester only).","","IR","20193"
"00376","IR-368","LASS","613","4.0","4.0","French Foreign Policy: 1945 to the Present","C","","Y","TBA","TBA","","1","","Cody, Jane, Merriam","OFFICE","1","Introduction to historical, thematic perspectives of French foreign policy since 1945 including review of external and internal constraints influencing foreign policy. (Paris semester only).","","IR","20193"
"00401","USC-300","LASO","657","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00403","USC-300","LASO","931","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFFCAMPUS","3","Block enrollment course for registration purposes only.","","USC","20193"
"00404","USC-300","LASO","357","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","8","","","OFFCAMPUS","8","Block enrollment course for registration purposes only.","","USC","20193"
"00405","USC-300","LASO","801","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00406","USC-300","LASO","613","4.0","4.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00407","USC-300","LASO","613","8.0","8.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","0","","","OFFCAMPUS","0","Block enrollment course for registration purposes only.","","USC","20193"
"00408","USC-300","LASO","613","4.0","4.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","0","","","OFFCAMPUS","0","Block enrollment course for registration purposes only.","","USC","20193"
"00409","USC-300","LASO","613","8.0","8.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFFCAMPUS","3","Block enrollment course for registration purposes only.","","USC","20193"
"00410","USC-300","LASO","493","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFCAMPUS","2","Block enrollment course for registration purposes only.","","USC","20193"
"00411","USC-300","LASO","327","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFCAMPUS","2","Block enrollment course for registration purposes only.","","USC","20193"
"00416","USC-300","LASO","796","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00417","USC-300","LASO","464","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFCAMPUS","2","Block enrollment course for registration purposes only.","","USC","20193"
"00418","USC-300","LASO","336","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00419","USC-300","LASO","887","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","6","","","OFFCAMPUS","6","Block enrollment course for registration purposes only.","","USC","20193"
"00420","USC-300","LASO","201","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00421","USC-300","LASO","899","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00423","USC-300","LASO","844","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFCAMPUS","2","Block enrollment course for registration purposes only.","","USC","20193"
"00427","USC-300","LASO","895","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00428","USC-300","LASO","720","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","9","","","OFFCAMPUS","9","Block enrollment course for registration purposes only.","","USC","20193"
"00429","USC-300","LASO","672","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00433","USC-300","LASO","399","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00434","USC-300","LASO","295","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFCAMPUS","2","Block enrollment course for registration purposes only.","","USC","20193"
"00435","USC-300","LASO","587","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00436","USC-300","LASO","738","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","13","","","OFFCAMPUS","13","Block enrollment course for registration purposes only.","","USC","20193"
"00437","USC-300","LASO","772","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","5","","","OFFCAMPUS","5","Block enrollment course for registration purposes only.","","USC","20193"
"00438","USC-300","LASO","896","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","8","","","OFFCAMPUS","8","Block enrollment course for registration purposes only.","","USC","20193"
"00439","USC-300","LASO","671","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFCAMPUS","1","Block enrollment course for registration purposes only.","","USC","20193"
"00440","USC-300","LASO","821","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFFCAMPUS","3","Block enrollment course for registration purposes only.","","USC","20193"
"00441","USC-300","LASO","093","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","4","","","OFFCAMPUS","4","Block enrollment course for registration purposes only.","","USC","20193"
"00442","USC-300","LASO","933","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","4","","","OFFCAMPUS","4","Block enrollment course for registration purposes only.","","USC","20193"
"00443","USC-300","LASO","257","15.0","15.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","10","","","OFFCAMPUS","10","Block enrollment course for registration purposes only.","","USC","20193"
"00444","USC-300","LASO","873","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFCAMPUS","2","Block enrollment course for registration purposes only.","","USC","20193"
"00445","USC-300","LASO","187","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFCAMPUS","2","Block enrollment course for registration purposes only.","","USC","20193"
"00446","USC-300","LASO","092","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","6","","","OFFCAMPUS","6","Block enrollment course for registration purposes only.","","USC","20193"
"00447","USC-300","LASO","855","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFCAMPUS","2","Block enrollment course for registration purposes only.","","USC","20193"
