"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"00021","MED-200","MED","047","4.0","4.0","Second Year Medicine","C","","Y","TBA","TBA","","197","","Ben-Ari, Ron;Nash, Kevin","OFFICE","197","FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20192"
"00030","MED-300","MED","049","4.0","4.0","Third Year Medicine","C","","Y","TBA","TBA","","217","","Ben-Ari, Ron;Nash, Kevin","OFFICE","217","FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20192"
"00100","OTEP-001","MED","224","0.0","0.0","Ophthalmic Technician Education Program","C","","Y","08:00 08:00","12:00 12:00","M W","6","","Cocozza, Joseph;Ruch, Nichola, Fay","","6","","","OTEP","20192"
"00214","PDF-999","RNR","074","0.0","0.0","Postdoctoral Fellows","C","","Y","TBA","TBA","","479","","","OFFICE","479","Course created for visiting postdoctoral fellows scholars.  The course is created for enrollment purposes, zero units, full time status, scheduled in session 018, and never appears in the student academic records system.","","PDF","20192"
"00296","USC-110","RNR","086","7.0","7.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFFICE","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20192"
"00297","USC-110","RNR","120","7.0","7.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFFICE","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20192"
"00298","USC-110","RNR","276","4.0","8.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFFICE","1","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20192"
"00299","USC-110","RNR","408","6.0","6.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","0","","","OFFCAMPUS","0","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20192"
"00300","USC-110","RNR","477","8.0","8.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","0","","","OFFCAMPUS","0","Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20192"
"00489","USC-300","LASO","475","7.0","7.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","9","","","OFFCAMPUS","9","Block enrollment course for registration purposes only.","","USC","20192"
"00490","USC-300","LASO","132","7.0","7.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","4","","","OFFCAMPUS","4","Block enrollment course for registration purposes only.","","USC","20192"
"00941","RNR-050","RNR","808","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","178","","","OFFICE","178","Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20192"
"00942","RNR-050","RNR","810","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","87","","","OFFICE","87","Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20192"
"00943","RNR-050","RNR","617","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","27","","","OFFICE","27","Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20192"
"00944","RNR-050","RNR","678","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","75","","","OFFICE","75","Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20192"
"00945","RNR-051","RNR","199","0.0","0.0","International Academy Holding Course (Part II)","C","","Y","TBA","TBA","","1","","","OFFICE","1","Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student population. This course serves the popuation that has successfully completed RNR-050.  Tuition is paid directly to the Academy.","","RNR","20192"
"03500","LAW-781","LAW","503","4.0","4.0","Externship I","C","","Y","TBA","TBA","","31","","Riley, Laura","OFFICE","31","A judicial externship allows a student to gain hands-on legal experience in legal settings. Students will be assigned to a legal services program, government agency, or state or federal judge under faculty supervision.","","LAW","20192"
"03501","LAW-781","LAW","503","2.0","2.0","Externship I","C","","Y","TBA","TBA","","2","","Riley, Laura","OFFICE","2","A judicial externship allows a student to gain hands-on legal experience in legal settings. Students will be assigned to a legal services program, government agency, or state or federal judge under faculty supervision.","","LAW","20192"
"03502","LAW-781","LAW","331","4.0","4.0","Externship I","C","","Y","TBA","TBA","","19","","Riley, Laura","OFFICE","19","A judicial externship allows a student to gain hands-on legal experience in legal settings. Students will be assigned to a legal services program, government agency, or state or federal judge under faculty supervision.","","LAW","20192"
"03504","LAW-781","LAW","502","4.0","4.0","Externship I","C","","Y","TBA","TBA","","17","","Riley, Laura","OFFICE","17","A judicial externship allows a student to gain hands-on legal experience in legal settings. Students will be assigned to a legal services program, government agency, or state or federal judge under faculty supervision.","","LAW","20192"
"03506","LAW-781","LAW","271","4.0","4.0","Externship I","C","","Y","TBA","TBA","","0","","Riley, Laura","OFFICE","0","A judicial externship allows a student to gain hands-on legal experience in legal settings. Students will be assigned to a legal services program, government agency, or state or federal judge under faculty supervision.","","LAW","20192"
"03507","LAW-781","LAW","504","4.0","4.0","Externship I","C","","Y","TBA","TBA","","2","","Riley, Laura","OFFICE","2","A judicial externship allows a student to gain hands-on legal experience in legal settings. Students will be assigned to a legal services program, government agency, or state or federal judge under faculty supervision.","","LAW","20192"
"03508","LAW-782","LAW","331","2.0","2.0","Externship II","C","","Y","TBA","TBA","","0","","Riley, Laura","OFFICE","0","Advanced externship.","","LAW","20192"
"03509","LAW-782","LAW","331","3.0","3.0","Externship II","C","","Y","TBA","TBA","","1","","Riley, Laura","OFFICE","1","Advanced externship.","","LAW","20192"
"03511","LAW-782","LAW","331","4.0","4.0","Externship II","C","","Y","TBA","TBA","","3","","Riley, Laura","OFFICE","3","Advanced externship.","","LAW","20192"
"03512","LAW-782","LAW","503","4.0","4.0","Externship II","C","","Y","TBA","TBA","","1","","Riley, Laura","OFFICE","1","Advanced externship.","","LAW","20192"
"03514","LAW-782","LAW","502","4.0","4.0","Externship II","C","","Y","TBA","TBA","","2","","Riley, Laura","OFFICE","2","Advanced externship.","","LAW","20192"
"03901","LAW-596","LAW","231","1.0","1.0","Internship for Curricular Practical Training","C","","Y","TBA","TBA","","6","","Gruzas, Sarah","OFFICE","6","Part-time or full-time, practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least one semester of enrollment in the graduate program w ith a cumulative 3.0 GPA.","","LAW","20192"
"04100","LAW-572","LAW","529","3.0","3.0","Practical Mediation Skills Clinic","C","","Y","18:00","21:10","WH","1","","Peterson, Richard;Mitchell, John","LAW118","1","Students learn basic and advanced mediation skills, practice their skills in simulated mediations, and upon certification by the instructor, mediate in the Los Angeles County courts.","","LAW","20192"
"04101","LAW-572","LAW","529","3.0","3.0","Practical Mediation Skills Clinic","C","","Y","18:00","21:10","WH","4","","Peterson, Richard;Mitchell, John","LAW118","4","Students learn basic and advanced mediation skills, practice their skills in simulated mediations, and upon certification by the instructor, mediate in the Los Angeles County courts.","","LAW","20192"
"04102","LAW-680","LAW","271","3.0","3.0","Mediation Theory and Practice","C","","Y","18:00","21:10","TH","0","","Goetz, Jack","LAW114","0","Develop knowledge and skills associated with the mediation process as a third party neutral. Explore mediation theories, practices, ethical issues and policies.","","LAW","20192"
"04103","LAW-680","LAW","271","3.0","3.0","Mediation Theory and Practice","C","","Y","18:00","21:10","TH","5","","Goetz, Jack","LAW114","5","Develop knowledge and skills associated with the mediation process as a third party neutral. Explore mediation theories, practices, ethical issues and policies.","","LAW","20192"
"04104","LAW-890","LAW","555","1.0","1.0","Directed Research","C","","Y","TBA","TBA","","0","","Kaye, Barry","OFFICE","0","One CR/D/F unit for a research proposal approved by a full- or part-time faculty supervisor; up to four graded units with academic deans approval of proposal by LLM or third-year JD student to produce a publishable paper under full-time professor.","","LAW","20192"
"04105","LAW-890","LAW","555","1.0","1.0","Directed Research","C","","Y","TBA","TBA","","4","","Kaye, Barry","OFFICE","4","One CR/D/F unit for a research proposal approved by a full- or part-time faculty supervisor; up to four graded units with academic deans approval of proposal by LLM or third-year JD student to produce a publishable paper under full-time professor.","","LAW","20192"
"04106","LAW-890","LAW","555","4.0","4.0","Directed Research","C","","Y","TBA","TBA","","3","","Kaye, Barry","OFFICE","3","One CR/D/F unit for a research proposal approved by a full- or part-time faculty supervisor; up to four graded units with academic deans approval of proposal by LLM or third-year JD student to produce a publishable paper under full-time professor.","","LAW","20192"
"04107","LAW-890","LAW","555","3.0","3.0","Directed Research","C","","Y","TBA","TBA","","1","","Kaye, Barry","OFFICE","1","One CR/D/F unit for a research proposal approved by a full- or part-time faculty supervisor; up to four graded units with academic deans approval of proposal by LLM or third-year JD student to produce a publishable paper under full-time professor.","","LAW","20192"
"04109","LAW-890","LAW","555","4.0","4.0","Directed Research","C","","Y","TBA","TBA","","1","","Kaye, Barry","OFFICE","1","One CR/D/F unit for a research proposal approved by a full- or part-time faculty supervisor; up to four graded units with academic deans approval of proposal by LLM or third-year JD student to produce a publishable paper under full-time professor.","","LAW","20192"
