"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"00020","MED-200","MED","047","4.0","4.0","Second Year Medicine","C","","Y","TBA","TBA","","188","","Ben-Ari, Ron;Nash, Kevin","OFFICE",NA,"FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20242"
"00030","MED-300","MED","080","4.0","4.0","Third Year Medicine","C","","Y","TBA","TBA","","230","","Ben-Ari, Ron;Diller, David","OFFICE",NA,"FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20242"
"00214","PDF-999","RNR","074","0.0","0.0","Postdoctoral Fellows","C","","Y","TBA","TBA","","193","","","OFFICE",NA,"Course created for visiting postdoctoral fellows scholars.  The course is created for enrollment purposes, zero units, full time status, scheduled in session 018, and never appears in the student academic records system.","","PDF","20242"
"00301","USC-110","RNR","120","4.0","4.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","0","A","","ONLINE",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00302","USC-110","RNR","241","6.0","6.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","0","","","OFF CAMPUS",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00303","USC-110","RNR","243","3.0","3.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00304","USC-110","RNR","276","13.0","13.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00305","USC-110","RNR","408","6.0","6.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00306","USC-110","RNR","477","5.0","5.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00307","USC-110","RNR","749","5.0","5.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFFICE",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00308","USC-110","RNR","217","10.0","10.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00309","USC-110","RNR","216","4.0","4.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00310","USC-110","RNR","216","3.0","3.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00311","USC-110","RNR","164","4.0","4.0","Consortium Enrollment (Financial Aid)","C","","Y","TBA","TBA","","1","","","OFFICE",NA,"Course created for USC students temporarily enrolled at another institution so that they can use the federal and state financial aid to which they are entitled for approved attendance at another institution.--rmm","","USC","20242"
"00489","USC-300","LASO","475","7.0","7.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20242"
"00490","USC-300","LASO","726","7.0","7.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20242"
"00900","USC-100","RNR","059","1.0","16.0","TEMPORARY ENROLLMENT/FILL COURSE","C","","Y","TBA","TBA","","0","","Chang, Frank","OFFICE",NA,"The registration for this course should only be temporary. There is no instruction in this course. (Used for special purposes by Registration.)","","USC","20242"
"00941","RNR-050","RNR","808","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","54","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20242"
"00942","RNR-050","RNR","810","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","47","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20242"
"00943","RNR-050","RNR","617","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","35","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20242"
"00944","RNR-050","RNR","678","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","130","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20242"
"00945","RNR-051","RNR","199","0.0","0.0","International Academy Holding Course (Part II)","C","","Y","TBA","TBA","","7","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student population. This course serves the popuation that has successfully completed RNR-050.  Tuition is paid directly to the Academy.","","RNR","20242"
"02652","LAW-498","LAW","170","1.0","4.0","Law Internship","C","","Y","TBA","TBA","","3","","Rodgers, Jeff","OFFICE",NA,"Intensive experience with a law-related non-profit organization, or public agency.","","LAW","20242"
"02653","LAW-498","LAW","204","1.0","4.0","Law Internship","C","","Y","TBA","TBA","","0","","Rodgers, Jeff","OFFICE",NA,"Intensive experience with a law-related non-profit organization, or public agency.","","LAW","20242"
"02654","LAW-498","LAW","283","1.0","4.0","Law Internship","C","","Y","TBA","TBA","","1","","Rodgers, Jeff","OFFICE",NA,"Intensive experience with a law-related non-profit organization, or public agency.","","LAW","20242"
"02655","LAW-498","LAW","281","1.0","4.0","Law Internship","C","","Y","TBA","TBA","","1","","Rodgers, Jeff","OFFICE",NA,"Intensive experience with a law-related non-profit organization, or public agency.","","LAW","20242"
"02656","LAW-498","LAW","303","2.0","4.0","Law Internship","C","","Y","TBA","TBA","","1","","Rodgers, Jeff","OFFICE",NA,"Intensive experience with a law-related non-profit organization, or public agency.","","LAW","20242"
"02657","LAW-498","LAW","307","1.0","4.0","Law Internship","C","","Y","TBA","TBA","","3","","Rodgers, Jeff","OFFICE",NA,"Intensive experience with a law-related non-profit organization, or public agency.","","LAW","20242"
