"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"00010","MED-100","MED","003","16.0","16.0","First Year Medicine","C","","Y","TBA","TBA","","123","","Ben-Ari, Ron;Nash, Kevin","OFFICE",NA,"FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20253"
"00020","MED-200","MED","047","16.0","16.0","Second Year Medicine","C","","Y","TBA","TBA","","120","","Ben-Ari, Ron;Nash, Kevin","",NA,"FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20253"
"00030","MED-300","MED","080","16.0","16.0","Third Year Medicine","C","","Y","TBA","TBA","","184","","Ben-Ari, Ron;Diller, David","OFFICE",NA,"FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20253"
"00040","MED-400","MED","049","16.0","16.0","Fourth Year Medicine","C","","Y","TBA","TBA","","208","","Ben-Ari, Ron;Diller, David","OFFICE",NA,"FOR REGISTRATION AND FEE PURPOSES ONLY.","","MED","20253"
"00070","MED-750","MED","001","16.0","16.0","Special Medicine","C","","N","TBA","TBA","","0","","","",NA,"For registration and fee purposes only.","","MED","20253"
"00071","MED-750","MED","205","16.0","16.0","Special Medicine","C","","Y","TBA","TBA","","21","","Riddell, Jeffrey, C.","OFFICE",NA,"For registration and fee purposes only.","","MED","20253"
"00214","PDF-999","RNR","074","0.0","0.0","Postdoctoral Fellows","C","","Y","TBA","TBA","","216","A","","ONLINE",NA,"Course created for visiting postdoctoral fellows scholars.  The course is created for enrollment purposes, zero units, full time status, scheduled in session 018, and never appears in the student academic records system.","","PDF","20253"
"00300","USC-300","LASO","520","12.0","12.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","A","","ONLINE",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00301","USC-300","LASO","523","12.0","12.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","A","","ONLINE",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00354","SPAN-260","LASH","001","4.0","4.0","Advanced Spanish: Arts and Sciences","C","","N","TBA","TBA","","0","","","",NA,"Development of students' oral and writing skills using literary and scientific materials; grammar review. Duplicates credit in the former SPAN 266.","","SPAN","20253"
"00355","SPAN-302","LAS","001","4.0","4.0","Screen Cultures: From Film to the Internet","C","","N","TBA","TBA","","0","","","",NA,"A survey of Spanish and Latin American cinema from the silent film era to the present, acquainting students with various critical and theoretical approaches to cinema studies. Conducted in Spanish.","","SPAN","20253"
"00356","SPAN-464","LASH","001","4.0","4.0","Introduction to Contemporary Spanish Theatre","C","","N","TBA","TBA","","0","","","",NA,"(Madrid Center Only) Historical evolution of the contemporary Spanish theatre; readings of dramatic texts supported by attendance at live stage performances. Recommended preparation: SPAN 304 or SPAN 306 or SPAN 308","","SPAN","20253"
"00364","FREN-300","LAS","613","4.0","4.0","French Grammar and Composition","C","","Y","TBA","TBA","","1","","Grimes, Mark","OFFICE",NA,"Grammatical structure and vocabulary building with practical application to written composition. Prerequisites: FREN 250.","","FREN","20253"
"00365","FREN-330","LASH","613","4.0","4.0","Critical Writing in French","C","","Y","TBA","TBA","","3","","Grimes, Mark","OFFICE",NA,"Advanced composition through critical reading of literary texts; comprehensive analysis of difficult grammatical structures and stylistics. Prerequisite: FREN 300.","","FREN","20253"
"00366","FREN-464","LAS","613","4.0","4.0","Cultural Politics and Traditions","C","","Y","TBA","TBA","","3","","Grimes, Mark","OFFICE",NA,"Selected topics such as the press, educational institutions, French cinema today, and French colonial history. Conducted in French.","","FREN","20253"
"00368","FREN-449","LAS","613","4.0","4.0","Studies in French Civilization","C","","Y","TBA","TBA","","2","","Grimes, Mark","OFFICE",NA,"(Paris Semester only) An analysis of the prestige of Paris, past and present, based upon close examination of literary texts and graphic materials, and visits to sites and monuments.  Recommended preparation: FREN 300","","FREN","20253"
"00371","AHIS-467","LASH","613","4.0","4.0","19th Century French Art","C","","Y","TBA","TBA","","4","","Grimes, Mark","OFFCAMPUS",NA,"Exploration of the main movements in 19th century French art, using the city of Paris and its museums. Field trips in conjunction with classwork. Advisement is required for credit for Art History majors.","","AHIS","20253"
"00375","IR-368","LASS","613","4.0","4.0","French Foreign Policy: 1945 to the Present","C","","Y","TBA","TBA","","3","","Grimes, Mark","OFFCAMPUS",NA,"Introduction to historical, thematic perspectives of French foreign policy since 1945 including review of external and internal constraints influencing foreign policy. (Paris semester only).","","IR","20253"
"00400","USC-300","LASO","657","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00401","USC-300","LASO","888","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00402","USC-300","LASO","357","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00403","USC-300","LASO","931","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00404","USC-300","LASO","412","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","4","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00405","USC-300","LASO","793","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00406","USC-300","LASO","444","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00407","USC-300","LASO","201","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00408","USC-300","LASO","464","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00409","USC-300","LASO","887","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00410","USC-300","LASO","719","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00411","USC-300","LASO","899","15.0","15.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00412","USC-300","LASO","316","15.0","15.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","0","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00413","USC-300","LASO","844","15.0","15.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00414","USC-300","LASO","895","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00415","USC-300","LASO","672","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00416","USC-300","LASO","399","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00417","USC-300","LASO","295","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00418","USC-300","LASO","129","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00419","USC-300","LASO","738","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00420","USC-300","LASO","772","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00421","USC-300","LASO","896","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00422","USC-300","LASO","821","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00423","USC-300","LASO","976","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00424","USC-300","LASO","327","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","3","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00425","USC-300","LASO","472","15.0","15.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00426","USC-300","LASO","260","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","7","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00427","USC-300","LASO","173","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","4","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00428","USC-300","LASO","092","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","8","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00429","USC-300","LASO","490","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00430","USC-300","LASO","970","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","4","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00431","USC-300","LASO","944","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","5","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00432","USC-300","LASO","971","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","5","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00433","USC-300","LASO","105","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","4","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00434","USC-300","LASO","090","16.0","16.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","5","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00442","USC-300","LASO","613","4.0","4.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","0","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00443","USC-300","LASO","613","8.0","8.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","0","","","OFF CAMPUS",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00444","USC-300","LASO","860","15.0","15.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","A","","OFFICE",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00456","USC-300","LASO","094","12.0","12.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFICE",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00457","USC-300","LASO","278","12.0","12.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","","","OFFICE",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00458","USC-300","LASO","717","12.0","12.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","1","A","","ONLINE",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00459","USC-300","LASO","456","12.0","12.0","Overseas Block Enrollment","C","","Y","TBA","TBA","","2","","","OFFICE",NA,"Block enrollment course for registration purposes only.","","USC","20253"
"00900","USC-100","RNR","001","1.0","16.0","TEMPORARY ENROLLMENT/FILL COURSE","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"The registration for this course should only be temporary. There is no instruction in this course. (Used for special purposes by Registration.)","","USC","20253"
"00901","USC-099","BUAD","193","1.0","18.0","WBB Semester At Large","C","","Y","TBA","TBA","","39","","","OFFICE",NA,"This is a zero unit, zero cost class to maintain USC student status for WBB students while they are away studying at KHUST and Bocconi.  Enrollment in this class will grant full time student status at USC with access to student services.","","USC","20253"
"00903","USC-099","BUAD","828","1.0","18.0","WBB Semester At Large","C","","Y","TBA","TBA","","53","","","OFFICE",NA,"This is a zero unit, zero cost class to maintain USC student status for WBB students while they are away studying at KHUST and Bocconi.  Enrollment in this class will grant full time student status at USC with access to student services.","","USC","20253"
"00941","RNR-050","RNR","808","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","166","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20253"
"00942","RNR-050","RNR","810","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","62","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20253"
"00943","RNR-050","RNR","617","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20253"
"00944","RNR-050","RNR","678","0.0","0.0","International Academy Holding Course","C","","Y","TBA","TBA","","5","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student  population.  Tuition is paid directly to the Academy.","","RNR","20253"
"00945","RNR-051","RNR","199","0.0","0.0","International Academy Holding Course (Part II)","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student population. This course serves the popuation that has successfully completed RNR-050.  Tuition is paid directly to the Academy.","","RNR","20253"
"02603","LAW-200","LAW","001","4.0","4.0","Law and Society","CD","","Y","12:00","13:50","MW","258","","Jimenez, Felipe","THH201",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20253"
"02607","LAW-300","LAW","001","4.0","4.0","Concepts in American Law","C","","Y","14:00","15:50","MW","65","","Haddad, Mark","SLH100",NA,"The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","","LAW","20253"
"02612","LAW-222","LAW","001","2.0","2.0","Interdisciplinary Perspectives on the Law","C","","Y","10:00","11:50","M","22","","Wood, Abby","ZHS360",NA,"Examines law and the legal system from different disciplinary perspectives. It explores how various disciplines provide different insights to the legal regime.","","LAW","20253"
"02613","LAW-205","LAW","001","4.0","4.0","Introduction to Criminal Law","C","","Y","12:00","13:50","TH","106","","Johnson, Peter","LAW3",NA,"Provides a comprehensive analysis of the criminal justice system and an overview of the fundamentals of substantive criminal law.","","LAW","20253"
"02614","LAW-300","LAW","001","4.0","4.0","Concepts in American Law","C","","Y","14:00","15:50","MW","23","","Stolzenberg, Nomi, M","LAW101",NA,"The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","","LAW","20253"
"02615","LAW-402","LAW","001","4.0","4.0","Psychology and Law","C","","Y","16:00","19:20","W","86","","Larson, Rakel","WPHB27",NA,"Explores issues of responsibility and credibility.  Intentional and unintentional behavior.  Clinical biases.  Topics include witness credibility, confessions, cults, hostages, battered persons, and repressed memories.","","LAW","20253"
"02616","LAW-201","LAW","001","4.0","4.0","Law and Politics","C","","Y","16:00","19:20","T","38","","Tolson, Franita","LAW2",NA,"Examination of the rules and realities of American politics, and the role politics plays in American life and culture.","","LAW","20253"
"02619","LAW-407","LAW","001","4.0","4.0","Regulatory Law","C","","N","16:00","17:50","TH","0","","","",NA,"Introduces legal and social ideas and issues surrounding regulatory law - how and why regulations are developed, along with the accountability and enforcement of regulations.","","LAW","20253"
"02623","LAW-306","LAW","001","4.0","4.0","Issues in the Use of AI in Law and Regulation","C","","Y","12:00","13:50","TH","33","","Rothman, Elizabeth","WPHB27",NA,"Focuses on the role artificial intelligence plays in a variety of aspects of the law through humanities-based approaches like ethics, linguistics, sociological and economics approaches.","","LAW","20253"
"02626","LAW-203","LAW","001","4.0","4.0","Criminal Punishment in the Age of Mass Incarceration","C","","Y","16:00","17:50","MW","9","","Simon, Dan","VPD106",NA,"Examines the social, political, legal and psychological forces that created the most punitive democracy in history. Materials include documentaries, journalistic investigations, NGO reports.","","LAW","20253"
"02634","LAW-490","LAW","001","1.0","4.0","Directed Research","C","","Y","TBA","TBA","","2","","Lyon, Tom","OFFICE",NA,"Individual research and readings.","","LAW","20253"
"02635","LAW-492","LAW","001","1.0","2.0","Undergraduate Law Review","C","","Y","18:00","19:50","H","25","","Rodgers, Jeff","LAW211",NA,"Introduces students to the basics of legal writing and research, with a focus on legal scholarship and law review-type journal articles.","","LAW","20253"
